id,institution,level_of_studies,main_campus,waste_type,avail_resp_short,avail_resp_long,wtw_resp_short,wtw_resp_long,wtw_resp_nr
1,ETH Zurich,MSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,cr,In the room I am currently in,0
1,ETH Zurich,MSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,oc,"Off campus (e.g., to municipal collections)",5
1,ETH Zurich,MSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
1,ETH Zurich,MSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
1,ETH Zurich,MSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,oc,"Off campus (e.g., to municipal collections)",5
1,ETH Zurich,MSc,ETH Zentrum,glass,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
1,ETH Zurich,MSc,ETH Zentrum,batteries,cb,I know where a bin is located nearby.,oc,"Off campus (e.g., to municipal collections)",5
1,ETH Zurich,MSc,ETH Zentrum,electronic,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
1,ETH Zurich,MSc,ETH Zentrum,storage_media,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
1,ETH Zurich,MSc,ETH Zentrum,metal,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
1,ETH Zurich,MSc,ETH Zentrum,wood,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
1,ETH Zurich,MSc,ETH Zentrum,liquids,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
1,ETH Zurich,MSc,ETH Zentrum,cartridges,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
2,Other,MSc,Other,organic,wl,I do not know of any but I would like for it to be available.,cr,In the room I am currently in,0
2,Other,MSc,Other,pet,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
2,Other,MSc,Other,plastics,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
2,Other,MSc,Other,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
2,Other,MSc,Other,alu_cans,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
2,Other,MSc,Other,glass,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
2,Other,MSc,Other,batteries,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
2,Other,MSc,Other,electronic,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
2,Other,MSc,Other,storage_media,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
2,Other,MSc,Other,metal,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
2,Other,MSc,Other,wood,wl,I do not know of any but I would like for it to be available.,cr,In the room I am currently in,0
2,Other,MSc,Other,liquids,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
2,Other,MSc,Other,cartridges,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
2,Other,MSc,Other,coffee_capsules,wl,I do not know of any but I would like for it to be available.,cr,In the room I am currently in,0
2,Other,MSc,Other,textiles,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
3,ETH Zurich,MSc,ETH Hönggerberg,organic,nu,I do not know any and I would not use it.,nb,The building next door,2
3,ETH Zurich,MSc,ETH Hönggerberg,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
3,ETH Zurich,MSc,ETH Hönggerberg,plastics,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
3,ETH Zurich,MSc,ETH Hönggerberg,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
3,ETH Zurich,MSc,ETH Hönggerberg,alu_cans,cb,I know where a bin is located nearby.,sb,Within the same building,1
3,ETH Zurich,MSc,ETH Hönggerberg,glass,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
3,ETH Zurich,MSc,ETH Hönggerberg,batteries,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
4,ETH Zurich,MSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,nb,The building next door,2
4,ETH Zurich,MSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,paper,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,alu_cans,nu,I do not know any and I would not use it.,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,glass,nu,I do not know any and I would not use it.,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,batteries,nu,I do not know any and I would not use it.,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,electronic,noa,No answer,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,storage_media,cb,I know where a bin is located nearby.,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,metal,noa,No answer,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,wood,noa,No answer,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,liquids,noa,No answer,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,cartridges,noa,No answer,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,coffee_capsules,noa,No answer,sb,Within the same building,1
4,ETH Zurich,MSc,ETH Zentrum,textiles,noa,No answer,sb,Within the same building,1
5,ETH Zurich,MSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
5,ETH Zurich,MSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,nb,The building next door,2
5,ETH Zurich,MSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
5,ETH Zurich,MSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,cr,In the room I am currently in,0
5,ETH Zurich,MSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,nb,The building next door,2
5,ETH Zurich,MSc,ETH Zentrum,glass,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
5,ETH Zurich,MSc,ETH Zentrum,batteries,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
5,ETH Zurich,MSc,ETH Zentrum,electronic,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
5,ETH Zurich,MSc,ETH Zentrum,metal,ebw,I know it exists but I am not sure where.,nb,The building next door,2
5,ETH Zurich,MSc,ETH Zentrum,wood,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
5,ETH Zurich,MSc,ETH Zentrum,coffee_capsules,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
5,ETH Zurich,MSc,ETH Zentrum,textiles,wl,I do not know of any but I would like for it to be available.,oc,"Off campus (e.g., to municipal collections)",5
6,ETH Zurich,BSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
6,ETH Zurich,BSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
6,ETH Zurich,BSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
6,ETH Zurich,BSc,ETH Zentrum,paper,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
6,ETH Zurich,BSc,ETH Zentrum,alu_cans,ebw,I know it exists but I am not sure where.,nb,The building next door,2
6,ETH Zurich,BSc,ETH Zentrum,glass,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
6,ETH Zurich,BSc,ETH Zentrum,batteries,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
6,ETH Zurich,BSc,ETH Zentrum,electronic,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
6,ETH Zurich,BSc,ETH Zentrum,storage_media,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
6,ETH Zurich,BSc,ETH Zentrum,metal,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
6,ETH Zurich,BSc,ETH Zentrum,wood,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
6,ETH Zurich,BSc,ETH Zentrum,liquids,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
6,ETH Zurich,BSc,ETH Zentrum,textiles,wl,I do not know of any but I would like for it to be available.,oc,"Off campus (e.g., to municipal collections)",5
7,ETH Zurich,PhD,ETH Hönggerberg,organic,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
7,ETH Zurich,PhD,ETH Hönggerberg,pet,cb,I know where a bin is located nearby.,nb,The building next door,2
7,ETH Zurich,PhD,ETH Hönggerberg,plastics,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
7,ETH Zurich,PhD,ETH Hönggerberg,paper,cb,I know where a bin is located nearby.,nb,The building next door,2
7,ETH Zurich,PhD,ETH Hönggerberg,alu_cans,cb,I know where a bin is located nearby.,nb,The building next door,2
7,ETH Zurich,PhD,ETH Hönggerberg,glass,cb,I know where a bin is located nearby.,nb,The building next door,2
7,ETH Zurich,PhD,ETH Hönggerberg,batteries,cb,I know where a bin is located nearby.,nb,The building next door,2
7,ETH Zurich,PhD,ETH Hönggerberg,electronic,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
7,ETH Zurich,PhD,ETH Hönggerberg,storage_media,cb,I know where a bin is located nearby.,nb,The building next door,2
7,ETH Zurich,PhD,ETH Hönggerberg,metal,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
7,ETH Zurich,PhD,ETH Hönggerberg,wood,cb,I know where a bin is located nearby.,nb,The building next door,2
7,ETH Zurich,PhD,ETH Hönggerberg,liquids,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
7,ETH Zurich,PhD,ETH Hönggerberg,cartridges,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
7,ETH Zurich,PhD,ETH Hönggerberg,coffee_capsules,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
7,ETH Zurich,PhD,ETH Hönggerberg,textiles,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
8,ETH Zurich,MSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
8,ETH Zurich,MSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,oc,"Off campus (e.g., to municipal collections)",5
8,ETH Zurich,MSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
8,ETH Zurich,MSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,ac,Anywhere on the campus,4
8,ETH Zurich,MSc,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,oc,"Off campus (e.g., to municipal collections)",5
8,ETH Zurich,MSc,ETH Zentrum,glass,ebw,I know it exists but I am not sure where.,oc,"Off campus (e.g., to municipal collections)",5
8,ETH Zurich,MSc,ETH Zentrum,batteries,ebw,I know it exists but I am not sure where.,oc,"Off campus (e.g., to municipal collections)",5
8,ETH Zurich,MSc,ETH Zentrum,electronic,cb,I know where a bin is located nearby.,oc,"Off campus (e.g., to municipal collections)",5
8,ETH Zurich,MSc,ETH Zentrum,storage_media,wl,I do not know of any but I would like for it to be available.,oc,"Off campus (e.g., to municipal collections)",5
8,ETH Zurich,MSc,ETH Zentrum,metal,ebw,I know it exists but I am not sure where.,oc,"Off campus (e.g., to municipal collections)",5
8,ETH Zurich,MSc,ETH Zentrum,wood,ebw,I know it exists but I am not sure where.,oc,"Off campus (e.g., to municipal collections)",5
8,ETH Zurich,MSc,ETH Zentrum,liquids,wl,I do not know of any but I would like for it to be available.,oc,"Off campus (e.g., to municipal collections)",5
8,ETH Zurich,MSc,ETH Zentrum,cartridges,wl,I do not know of any but I would like for it to be available.,oc,"Off campus (e.g., to municipal collections)",5
8,ETH Zurich,MSc,ETH Zentrum,coffee_capsules,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
8,ETH Zurich,MSc,ETH Zentrum,textiles,wl,I do not know of any but I would like for it to be available.,oc,"Off campus (e.g., to municipal collections)",5
9,ETH Zurich,MSc,ETH Zentrum,organic,nu,I do not know any and I would not use it.,sb,Within the same building,1
9,ETH Zurich,MSc,ETH Zentrum,pet,cb,I know where a bin is located nearby.,sb,Within the same building,1
9,ETH Zurich,MSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
9,ETH Zurich,MSc,ETH Zentrum,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
9,ETH Zurich,MSc,ETH Zentrum,alu_cans,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
9,ETH Zurich,MSc,ETH Zentrum,glass,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
9,ETH Zurich,MSc,ETH Zentrum,batteries,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
9,ETH Zurich,MSc,ETH Zentrum,electronic,ebw,I know it exists but I am not sure where.,ac,Anywhere on the campus,4
9,ETH Zurich,MSc,ETH Zentrum,storage_media,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
9,ETH Zurich,MSc,ETH Zentrum,metal,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
9,ETH Zurich,MSc,ETH Zentrum,wood,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
9,ETH Zurich,MSc,ETH Zentrum,liquids,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
9,ETH Zurich,MSc,ETH Zentrum,cartridges,nu,I do not know any and I would not use it.,ac,Anywhere on the campus,4
9,ETH Zurich,MSc,ETH Zentrum,coffee_capsules,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
9,ETH Zurich,MSc,ETH Zentrum,textiles,wl,I do not know of any but I would like for it to be available.,ac,Anywhere on the campus,4
10,ETH Zurich,PhD,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,pet,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,paper,cb,I know where a bin is located nearby.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,alu_cans,cb,I know where a bin is located nearby.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,glass,cb,I know where a bin is located nearby.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,batteries,cb,I know where a bin is located nearby.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,electronic,cb,I know where a bin is located nearby.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,storage_media,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,metal,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,wood,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,liquids,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,cartridges,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,coffee_capsules,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
10,ETH Zurich,PhD,ETH Zentrum,textiles,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
11,ETH Zurich,MSc,ETH Zentrum,organic,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
11,ETH Zurich,MSc,ETH Zentrum,pet,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
11,ETH Zurich,MSc,ETH Zentrum,plastics,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
11,ETH Zurich,MSc,ETH Zentrum,paper,wl,I do not know of any but I would like for it to be available.,sb,Within the same building,1
11,ETH Zurich,MSc,ETH Zentrum,alu_cans,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
11,ETH Zurich,MSc,ETH Zentrum,glass,ebw,I know it exists but I am not sure where.,sb,Within the same building,1
11,ETH Zurich,MSc,ETH Zentrum,batteries,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
11,ETH Zurich,MSc,ETH Zentrum,electronic,nu,I do not know any and I would not use it.,nb,The building next door,2
11,ETH Zurich,MSc,ETH Zentrum,storage_media,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
11,ETH Zurich,MSc,ETH Zentrum,metal,wl,I do not know of any but I would like for it to be available.,nb,The building next door,2
11,ETH Zurich,MSc,ETH Zentrum,wood,nu,I do not know any and I would not use it.,nb,The building next door,2
11,ETH Zurich,MSc,ETH Zentrum,textiles,wl,I do not know of any but I would like for it to be available.,oc,"Off campus (e.g., to municipal collections)",5
